ticker,comnam,siccd,naics4,aiie,industry,bucket,alpha_cg,beta_cg,n_est_cg,car_0_1_cg,car_0_5_cg,car_0_10_cg,car_m1_1_cg,car_pre_cg,alpha_g4,beta_g4,n_est_g4,car_0_1_g4,car_0_5_g4,car_0_10_g4,car_m1_1_g4,car_pre_g4,ME,mom,ceq,emp,at,sale,bm,lnme,lnemp,aiie_w,z_aiie,lnme_w,z_lnme,mom_w,z_mom,bm_w,z_bm,lnemp_w,z_lnemp,car_0_1_cg_w,car_0_5_cg_w,car_0_10_cg_w,car_m1_1_cg_w,car_pre_cg_w,car_0_1_g4_w,car_0_5_g4_w,car_0_10_g4_w,car_m1_1_g4_w,car_pre_g4_w
DJCO,DAILY JOURNAL CORP,2710,5111,1.337831,"Newspaper, Periodical, Book, and Directory Publishers",substitution,-0.0010790869474691,0.8748539135201151,207.0,-0.0135562458096249,-0.0266572846164944,-0.0080950702496569,-0.0045002675504968,0.0219846375133744,0.0002780770012866,0.8154396680801257,207,0.0022841287484297,-0.0100587174736302,0.0026006950305371,-0.0140307161611447,-0.108153453910782,369380.25,0.043170645527398355,254.641,0.3,390.577,49.389,0.68937361973197,12.819581880239463,-1.2039728043259361,1.337831,0.707702445666657,12.819581880239463,-0.1945083265370899,0.043170645527398355,0.383978159117338,0.68937361973197,-0.11172949188863252,-1.2039728043259361,-0.41174644390945514,-0.0135562458096249,-0.0266572846164944,-0.0080950702496569,-0.0045002675504968,0.0219846375133744,0.0022841287484297,-0.0100587174736302,0.0026006950305371,-0.0140307161611447,-0.108153453910782
SKYW,SKYWEST INC,4510,4811,-0.4555449,Scheduled Air Transportation,user,-0.0024570786055607,1.3127535823374843,207.0,-0.0480474844765263,0.0061682757207656,0.0426228661626736,-0.0211627172057065,0.0230155546908265,-0.0008741966652218,1.1322896905313236,207,-0.0386458509167536,-0.0508294706249879,0.0533986853801061,-0.0563268207902657,0.0782019392628999,894572.64,-0.3934837702300521,2267.514,15.205,7125.947,2713.491,2.5347455294407393,13.704101386012194,2.721624321129328,-0.4555449,-1.1500390344768154,13.704101386012194,0.1693355364635961,-0.3934837702300521,-0.8079951387981943,2.5347455294407393,1.5031640439571703,2.721624321129328,1.1731495481343157,-0.0480474844765263,0.0061682757207656,0.0426228661626736,-0.0211627172057065,0.0230155546908265,-0.0386458509167536,-0.0508294706249879,0.0533986853801061,-0.0563268207902657,0.0782019392628999
REFR,RESEARCH FRONTIERS INC,3670,3345,1.113945,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",user,0.0017556310397954,0.3413430286394666,207.0,0.0123646478654779,-0.0603697244311963,-0.0590393479595772,0.0108629760389902,-0.0574129153632358,0.000836130527279,0.4068724199841525,207,-0.0469160258988734,-0.0814340869292244,-0.0933871964157383,0.0149613343309584,-0.0383543113179782,80886.0,0.31182631955437645,3.784,0.006,4.546,1.263,0.046781890562025565,11.300796034919118,-5.115995809754082,1.113945,0.47578101245045196,11.300796034919118,-0.819255328073653,0.31182631955437645,1.1173507719149525,0.046781890562025565,-0.6740645009808048,-5.115995809754082,-1.991162105766769,0.0123646478654779,-0.0603697244311963,-0.0590393479595772,0.0108629760389902,-0.0574129153632358,-0.0469160258988734,-0.0814340869292244,-0.0933871964157383,0.0149613343309584,-0.0383543113179782
KSPN,KASPIEN HOLDINGS INC,5735,5416,1.8047,"Management, Scientific, and Technical Consulting Services",substitution,-0.0008457584274119,0.8657461357784483,207.0,-0.0170549301019207,-0.0897093178199404,-0.0319204154394768,-0.0522190565494896,0.0676734330673095,-0.0016738464572178,1.2818086954429095,207,-0.0691485262841828,-0.0363250950931765,0.1084997024087347,-0.1011536364884828,-0.002584218483568,5194.85,-0.8262995329901329,7.285,0.141,46.682,143.713,1.402350404727759,8.55542302919924,-1.9589953886039688,1.8047,1.1913277174755972,8.55712521164465,-1.9478542844871143,-0.8262995329901329,-1.989489733859226,1.402350404727759,0.5121998067206271,-1.9589953886039688,-0.7165745323460664,-0.0170549301019207,-0.0897093178199404,-0.0319204154394768,-0.0522190565494896,0.0676734330673095,-0.0691485262841828,-0.0363250950931765,0.1084997024087347,-0.1011536364884828,-0.002584218483568
ADM,ARCHER DANIELS MIDLAND CO,2046,3112,-0.7206286,Grain and Oilseed Milling,user,0.0019803398415739,0.5378712805132756,207.0,-0.0724022601801224,-0.0405121096361716,-0.0621398723603317,-0.0719044237889945,0.0075496297912646,0.0005249594947676,0.6046118464895813,207,-0.009742961788213,-0.0155523033256736,-0.0019475119508399,-0.0010898337825559,-0.0402350160647024,53274411.32,0.09275900672186244,22477.0,40.739,56136.0,85249.0,0.4219098708569268,17.790966686052148,3.7071858645965694,-0.7206286,-1.4246367834484104,17.790966686052148,1.8504526272969322,0.09275900672186244,0.5193437944989456,0.4219098708569268,-0.34578826175446264,3.7071858645965694,1.5710539917729511,-0.0724022601801224,-0.0405121096361716,-0.0621398723603317,-0.0719044237889945,0.0075496297912646,-0.009742961788213,-0.0155523033256736,-0.0019475119508399,-0.0010898337825559,-0.0402350160647024
VIVO,MERIDIAN BIOSCIENCE INC,2835,3254,0.4637086,Pharmaceutical and Medicine Manufacturing,user,0.0031469573232568,0.5792232064454244,207.0,-0.0187512489319689,-0.0249031959984513,-0.004004945686599,-0.0132342641896303,-0.0334782623300284,0.0016909807349033,0.4540344786026427,207,,,,,,1401181.16,0.2493110042071558,328.302,0.765,449.722,317.896,0.2343037498448809,14.152826124597034,-0.2678794451556012,0.4637086,-0.1977928502178056,14.152826124597034,0.3539168161811636,0.2493110042071558,0.9466973125301561,0.2343037498448809,-0.5099632502830738,-0.2678794451556012,-0.03381397511191014,-0.0187512489319689,-0.0249031959984513,-0.004004945686599,-0.0132342641896303,-0.0334782623300284,,,,,
CLFD,CLEARFIELD INC,3827,3342,1.181725,Communications Equipment Manufacturing,user,0.0048684775265575,2.040179044839479,207.0,-0.0512659423002469,-0.1869147237484937,-0.219341712113619,-0.0326725266174439,0.2307182067901249,0.0036552594050113,1.5964581562315177,207,-0.0858367390993069,-0.1249335738439502,-0.1968794346972706,-0.131804171136313,-0.1272532132593651,1678472.46,1.0860365651595756,103.824,0.25,125.911,140.755,0.06185624278875568,14.33339468776092,-1.3862943611198906,1.181725,0.5459936865050796,14.33339468776092,0.42819303409298476,1.0860365651595756,3.2307793928833357,0.06185624278875568,-0.6608728652785733,-1.3862943611198906,-0.485355807120003,-0.0512659423002469,-0.1869147237484937,-0.219341712113619,-0.0326725266174439,0.2307182067901249,-0.0858367390993069,-0.1249335738439502,-0.1968794346972706,-0.131804171136313,-0.1272532132593651
PDEX,PRO DEX INC COLO,8020,3391,0.2301883,Medical Equipment and Supplies Manufacturing,user,-0.0008634320575008,0.6762273594935939,207.0,-0.0460618672751074,-0.0056554582382232,-0.0126469752758901,-0.0339063220621433,0.0530345316657581,0.0009743385460134,0.4632934394068176,207,0.0379921229144487,0.016788848805186,-0.0033561431293298,0.0155040674437176,0.0998836957879603,69920.34,0.28410490906839825,20.084,0.122,40.32,38.029,0.2872411661613774,11.155111873017823,-2.1037342342488805,0.2301883,-0.4396943655473847,11.155111873017823,-0.879181975138239,0.28410490906839825,1.0416772418018476,0.2872411661613774,-0.46363747120075327,-2.1037342342488805,-0.7750104871892569,-0.0460618672751074,-0.0056554582382232,-0.0126469752758901,-0.0339063220621433,0.0530345316657581,0.0379921229144487,0.016788848805186,-0.0033561431293298,0.0155040674437176,0.0998836957879603
LAKE,LAKELAND INDUSTRIES INC,3840,3391,0.2301883,Medical Equipment and Supplies Manufacturing,user,-0.0017795774798046,0.4873772771839446,207.0,-0.0198446822906772,0.0213284950208754,0.0094310549587125,-0.0094384961166477,0.0332959680052158,-0.0010433345498987,0.5641073829770794,207,0.0146499962647657,-0.0428767178692335,-0.0041692397474118,-0.0018920645128725,0.0393842542389891,86595.6,-0.2688513501215182,125.1,1.8,140.793,118.386,1.444646148303147,11.369004284945653,0.5877866649021191,0.2301883,-0.4396943655473847,11.369004284945653,-0.7911981139407771,-0.2688513501215182,-0.46777524988154706,1.444646148303147,0.549213008522569,0.5877866649021191,0.31164729995484514,-0.0198446822906772,0.0213284950208754,0.0094310549587125,-0.0094384961166477,0.0332959680052158,0.0146499962647657,-0.0428767178692335,-0.0041692397474118,-0.0018920645128725,0.0393842542389891
CYAN,CYANOTECH CORP,2833,3254,0.4637086,Pharmaceutical and Medicine Manufacturing,user,-0.0016741763108604,0.4799441702553579,207.0,0.0167468475270115,-0.0853052980494595,-0.2742191130622537,-0.019032897699458,0.0340753391490687,-0.0040762686897477,0.569121357970042,207,-0.0527662327044646,-0.171444700130304,-0.2020929464967897,-0.0455508260477257,-0.0216762360297122,12355.84,-0.315973292193652,19.487,0.095,32.045,35.968,1.5771489433336787,9.42188410478014,-2.353878387381596,0.4637086,-0.1977928502178056,9.42188410478014,-1.5921388772076084,-0.315973292193652,-0.5964080878169497,1.5771489433336787,0.6651668203534191,-2.353878387381596,-0.8760021205798704,0.0167468475270115,-0.0853052980494595,-0.2742191130622537,-0.019032897699458,0.0340753391490687,-0.0527662327044646,-0.171444700130304,-0.2020929464967897,-0.0455508260477257,-0.0216762360297122
EHC,ENCOMPASS HEALTH CORP,8069,6223,0.5900623,Specialty (except Psychiatric and Substance Abuse) Hospitals,user,0.0010263491635678,0.7572697736802807,207.0,-0.0056006889585666,0.0017794998258044,0.0047497821159544,0.0035503705894835,-0.0110743965131168,0.0010231295152345,0.7936227685518625,207,-0.0214069629256799,-0.0235908245074848,-0.0339653013195187,-0.0306494491039408,-0.0985951331756266,5431914.319999999,-0.006833153531770719,1911.3,43.362,6864.9,5121.6,0.3518649020222396,15.507802174900394,3.769583481528899,0.5900623,-0.066904222987115,15.507802174900394,0.9112812577771615,-0.006833153531770719,0.24747846709092944,0.3518649020222396,-0.4070849395647955,3.769583481528899,1.596246014751535,-0.0056006889585666,0.0017794998258044,0.0047497821159544,0.0035503705894835,-0.0110743965131168,-0.0214069629256799,-0.0235908245074848,-0.0339653013195187,-0.0306494491039408,-0.0985951331756266
FISV,FISERV INC,7370,5182,1.74286,"Data Processing, Hosting, and Related Services",supplier,0.0011460560590948,0.9163281705474924,207.0,0.0049410882504415,-0.0101637442673287,-0.0150889487502079,0.002117780350234,0.0075820324275114,0.0008015000334327,0.9612190939359496,207,0.0408019926940633,0.0463932128036885,0.0341308558410446,-0.0248036505863557,0.0012986276981503,65242776.72,0.04921872537898886,30952.0,44.0,76249.0,16226.0,0.47441267150286304,17.993625896430007,3.784189633918261,1.74286,1.1272682343900533,17.993625896430007,1.9338157521294725,0.04921872537898886,0.40048812541242595,0.47441267150286304,-0.29984281686563047,3.784189633918261,1.602143011218893,0.0049410882504415,-0.0101637442673287,-0.0150889487502079,0.002117780350234,0.0075820324275114,0.0408019926940633,0.0463932128036885,0.0341308558410446,-0.0248036505863557,0.0012986276981503
BKTI,B K TECHNOLOGIES CORP,3663,3342,1.181725,Communications Equipment Manufacturing,user,0.0022468907354395,1.0126454345687357,207.0,0.0460653825576344,0.0248492702327385,-0.0759766909589133,0.044571900025514,-0.1016762841944198,0.0026115165101745,0.7242283020018953,207,0.0077493359581363,-0.0968077058271587,-0.0150095761130173,-0.0416385212724363,-0.0698503906932577,44573.24,0.16569500348277288,32.618,0.113,50.385,45.364,0.731784362097079,10.704888957936124,-2.1803674602697964,1.181725,0.5459936865050796,10.704888957936124,-1.0643795242772458,0.16569500348277288,0.7184434885786468,0.731784362097079,-0.07461565411126819,-2.1803674602697964,-0.8059499058041635,0.0460653825576344,0.0248492702327385,-0.0759766909589133,0.044571900025514,-0.1016762841944198,0.0077493359581363,-0.0968077058271587,-0.0150095761130173,-0.0416385212724363,-0.0698503906932577
OSUR,ORASURE TECHNOLOGIES INC,2835,3391,0.2301883,Medical Equipment and Supplies Manufacturing,user,-0.0024317140572255,1.1697381144118728,207.0,0.0295410509270543,0.0537913648227289,0.1043774676593959,0.0390930501414023,-0.0522713193632956,-0.0004418201700059,1.285019919717187,207,-0.0304297761500413,-0.0645655847765917,-0.1094798345286832,-0.0046949642687515,0.0385254092383694,316618.84,-0.28990061266448386,380.533,0.785,460.99,233.674,1.2018646774146478,12.665453931923249,-0.24207156119972859,0.2301883,-0.4396943655473847,12.665453931923249,-0.2579082942548738,-0.28990061266448386,-0.5252352410933744,1.2018646774146478,0.3367538148509541,-0.24207156119972859,-0.023394461713665125,0.0295410509270543,0.0537913648227289,0.1043774676593959,0.0390930501414023,-0.0522713193632956,-0.0304297761500413,-0.0645655847765917,-0.1094798345286832,-0.0046949642687515,0.0385254092383694
CAL,CALERES INC,5661,4482,0.2810808,Shoe Stores,user,0.0020737253718703,1.3273074506133251,207.0,-0.1332344981948209,-0.0514677672335621,-0.1610358516820098,-0.1205937068234349,-0.110960687226099,0.0017031587191377,1.1284628727263926,207,0.0138836991388574,-0.0736626953728337,-0.1040530174230748,-0.0273654816005739,-0.0285333762542342,996561.12,0.19798337742788674,318.57,9.2,1843.926,2777.604,0.31966930437743746,13.812065751425441,2.2192034840549946,0.2810808,-0.38697529628912064,13.812065751425441,0.2137462832272369,0.19798337742788674,0.806583853560243,0.31966930437743746,-0.43525945671537286,2.2192034840549946,0.9703053067232617,-0.1332344981948209,-0.0514677672335621,-0.1610358516820098,-0.1205937068234349,-0.110960687226099,0.0138836991388574,-0.0736626953728337,-0.1040530174230748,-0.0273654816005739,-0.0285333762542342
BC,BRUNSWICK CORP,3519,3336,0.1307197,"Engine, Turbine, and Power Transmission Equipment Manufacturing",user,8.354044460477891e-05,1.3026858938990509,207.0,-0.0224452961561652,-0.0175536200940222,0.0073743634338367,-0.0182576382957091,-0.0621913960339788,4.516376329970711e-05,1.338160664951784,207,-0.0166255260759461,-0.0471156646451466,-0.0633112784745068,-0.0421840680992252,-0.0026478150729019,5255657.23,-0.05679667259534271,1914.2,18.582,5425.0,5846.2,0.36421705530442283,15.474815622027604,2.9221933702191207,0.1307197,-0.5427329667641174,15.474815622027604,0.89771235992247,-0.05679667259534271,0.1110887308498267,0.36421705530442283,-0.39627551281226503,2.9221933702191207,1.2541260395753668,-0.0224452961561652,-0.0175536200940222,0.0073743634338367,-0.0182576382957091,-0.0621913960339788,-0.0166255260759461,-0.0471156646451466,-0.0633112784745068,-0.0421840680992252,-0.0026478150729019
DXYN,DIXIE GROUP INC,2273,3141,-1.067818,Textile Furnishings Mills,user,-0.005768962792986,1.4720739752219298,207.0,0.0067687088124436,0.1460212483499559,0.0274284432543378,-0.0142461053570052,0.0657693392714796,-0.0050085462142631,0.7671622987190996,207,-0.0601759459053185,-0.0994823553868084,-0.0208389070750995,-0.0654487308896236,-0.0486445728706536,16449.4,-0.6014507931800425,66.375,1.322,235.499,341.247,4.035101584252312,9.708044281364186,0.2791457414294946,-1.067818,-1.7842870663847006,9.708044281364186,-1.4744279353846368,-0.6014507931800425,-1.3757006955446351,4.035101584252312,2.8161326014793757,0.2791457414294946,0.18703854695253072,0.0067687088124436,0.1460212483499559,0.0274284432543378,-0.0142461053570052,0.0657693392714796,-0.0601759459053185,-0.0994823553868084,-0.0208389070750995,-0.0654487308896236,-0.0486445728706536
UIS,UNISYS CORP,7373,5415,1.860226,Computer Systems Design and Related Services,user,-0.0025152038607579,1.145349843909912,207.0,0.0124969476483383,0.0444548284194736,0.1799930828754363,0.0036092917929653,-0.1092432523245623,-0.0048521264924867,1.3095371611556348,207,-0.0483300018158148,0.0238907888804545,-0.0207480499484445,-0.1416109291980679,-0.0385324006158821,576181.0,-0.4018319709329825,-113.7,16.3,2419.5,2054.4,-0.19733382391991405,13.264177126427313,2.791165107812717,1.860226,1.2488465864569671,13.264177126427313,-0.011625698410749959,-0.4018319709329825,-0.8307839437763171,-0.19733382391991405,-0.8876912974228718,2.791165107812717,1.2012255097207436,0.0124969476483383,0.0444548284194736,0.1799930828754363,0.0036092917929653,-0.1092432523245623,-0.0483300018158148,0.0238907888804545,-0.0207480499484445,-0.1416109291980679,-0.0385324006158821
